59 9.14306496140452 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=2666108, language='Icelandic-IcePaHC_2.8', model=None) [4.0286141265609094, 1.3257369631449363, 1.3102061219162768, 1.3102061219162768]
PronType:Prs 0
Degree:Pos 2
Voice:Act 4
Number:Plur 6
Number:Sing 8
Case:Dat 10
PronType:Dem 12
VerbForm:Sup 14
Case:Gen 16
Degree:Sup 18
Person:1 20
PronType:Int 22
Case:Nom 24
Person:2 26
NumType:Card 28
Person:3 30
Case:Acc 32
Gender:Fem 34
Voice:Mid 36
Tense:Past 38
Tense:Pres 40
Mood:Ind 42
Gender:Masc 44
Gender:Neut 46
PronType:Ind 48
Foreign:Yes 50
Definite:Ind 52
Definite:Def 54
Mood:Imp 56
Mood:Sub 58
Degree:Cmp 60
VerbForm:Fin 62
