1759 9.31836771696112 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=4889181, language='Ancient_Greek_2.12', model=None) [4.007237365520431, 1.3789263692295854, 1.3438970657460902, 1.3311313265114202]
Gender:Fem 0
VerbForm:Fin 2
Voice:Act 4
Voice:Pass 6
Voice:Mid 8
Tense:Fut 10
Tense:Pres 12
Case:Acc 14
Tense:Past 16
Aspect:Imp 18
Aspect:Perf 20
Mood:Opt 22
Mood:Imp 24
Mood:Sub 26
Voice:Mid,Pass 28
Tense:Pqp 30
Mood:Ind 32
Number:Plur 34
Number:Sing 36
Case:Nom 38
Number:Dual 40
VerbForm:Gdv 42
Gender:Neut 44
Gender:Masc 46
Person:1 48
Person:3 50
Person:2 52
