2139 10.951924221063997 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=5130055, language='Turkish_German_2.12', model=None) [4.151007345049277, 1.6051163163213251, 1.5646437211103335, 1.5646437211103335]
Voice:Rfl 0
Voice:Pass 2
Voice:CauRcp 4
Voice:Cau 6
Voice:Rcp 8
Number:Plur 10
Voice:CauPass 12
Voice:PassPass 14
Number:Sing 16
Person:3 18
VerbForm:Conv 20
Person[psor]:1 22
Number[psor]:Plur 24
Person:2 26
Number[psor]:Sing 28
Person[psor]:2 30
Mood:Prs 32
Person:1 34
Mood:Imp 36
Case:Nom 38
Tense:Past 40
Case:Dat 42
Tense:Pres 44
Case:Acc 46
Mood:Opt 48
Case:Abl 50
Tense:Pqp 52
Mood:Des 54
VerbForm:Vnoun 56
Aspect:Prog 58
Mood:Cnd 60
Person[psor]:3 62
Aspect:Imp 64
Tense:Fut 66
Mood:GenPot 68
Mood:Gen 70
Aspect:Prosp 72
VerbForm:Fin 74
Aspect:Hab 76
Aspect:Perf 78
Polarity:Pos 80
Evident:Fh 82
Evident:Nfh 84
Mood:Pot 86
Mood:Ind 88
Polarity:Neg 90
Foreign:Yes 92
Typo:Yes 94
Mood:Sub 96
Case:Ins 98
