859 6.436044130226584 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=2028753, language='Czech_2.12', model=None) [3.7140967469606605, 0.9211500750584187, 0.9195880523975839, 0.9195880523975839]
Animacy:Inan 0
Foreign:Yes 2
Abbr:Yes 4
Style:Rare 6
Aspect:Imp,Perf 8
Aspect:Perf 10
Tense:Past 12
Style:Vrnc 14
Aspect:Imp 16
VerbForm:Fin 18
Style:Coll 20
Number:Plur 22
Number:Sing 24
Person:1 26
VerbForm:Conv 28
Gender:Neut 30
Animacy:Anim 32
Gender:Masc 34
Person:2 36
Person:3 38
Gender:Fem 40
Polarity:Pos 42
Polarity:Neg 44
Mood:Ind 46
Tense:Pres 48
Style:Arch 50
Tense:Fut 52
Mood:Imp 54
Voice:Act 56
