539 8.832771014041647 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=1456553, language='Latin-PROIEL_2.8', model=None) [4.038096161457935, 1.2965709193798982, 1.2395782930884471, 1.2395782930884471]
VerbForm:Ger 0
VerbForm:Gdv 2
VerbForm:Fin 4
Aspect:Perf 6
Aspect:Imp 8
Tense:Pqp 10
Tense:Fut 12
Gender:Fem 14
Tense:Pres 16
Gender:Masc 18
Gender:Neut 20
Tense:Past 22
Voice:Act 24
Gender:Masc,Neut 26
Case:Gen 28
Voice:Pass 30
Case:Dat 32
Person:1 34
Case:Acc 36
Case:Nom 38
VerbForm:Sup 40
Person:2 42
Case:Abl 44
Person:3 46
Number:Sing 48
Number:Plur 50
Mood:Sub 52
Mood:Imp 54
Mood:Ind 56
