1459 8.91432648284005 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=6320760, language='Finnish_2.12', model=None) [3.9099662043823913, 1.3541003094111783, 1.3502533719178207, 1.336187837324849]
Mood:Opt 0
Polarity:Neg 2
VerbForm:Fin 4
Voice:Act 6
Clitic:Kaan 8
Number:Plur 10
Clitic:Han 12
Voice:Pass 14
Number:Sing 16
Person:0 18
Person:3 20
Clitic:Han,Ko 22
Person:1 24
Clitic:Ka 26
Connegative:Yes 28
Person:2 30
Clitic:Kin 32
Clitic:Pa 34
Clitic:Ko,S 36
Mood:Imp 38
Clitic:Kaan,Ko 40
Clitic:Ko 42
Mood:Pot 44
Tense:Past 46
Tense:Pres 48
Mood:Ind 50
Clitic:Pa,S 52
Typo:Yes 54
Clitic:Han,Pa 56
Mood:Cnd 58
Clitic:S 60
Style:Coll 62
