1139 14.62415991416281 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=3538636, language='Irish_2.12', model=None) [4.021762514515868, 2.109897462884715, 2.109897462884715, 2.109897462884715]
Person:0 0
Dialect:Munster 2
Form:Emp,Len 4
Number:Plur 6
Aspect:Imp 8
Number:Sing 10
Person:2 12
Person:3 14
Person:1 16
Typo:Yes 18
Mood:Ind 20
Mood:Cnd,Int 22
Mood:Imp 24
Mood:Sub 26
Tense:Pres 28
Form:Direct,Emp 30
Tense:Past 32
Tense:Fut 34
Aspect:Hab 36
Mood:Cnd 38
Form:Emp 40
Form:Len 42
Form:Ecl 44
Polarity:Neg 46
Form:Ecl,Emp 48
Form:HPref 50
Form:Direct 52
PronType:Rel 54
