579 20.951120653857934 Namespace(POS='NOUN', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=8270901, language='Hungarian-Szeged_2.8', model=None) [4.789362766166387, 2.9964709086616983, 2.9964709086616983, 2.9964709086616983]
Case:Tem 0
Number[psor]:Plur 2
Case:Ess 4
Number[psor]:Sing 6
Person[psor]:3 8
Person[psor]:1 10
Case:Acc 12
Case:Sub 14
Case:Ter 16
Case:Tra 18
Case:Ine 20
Case:Ade 22
Case:Ela 24
Case:Sup 26
Case:Nom 28
Case:All 30
Case:Cau 32
Case:Ill 34
Case:Abl 36
Case:Gen 38
Case:Ins 40
Case:Abs 42
Case:Loc 44
Case:Dat 46
Case:Del 48
Case:Dis 50
Number:Sing 52
Number[psed]:Sing 54
Number:Plur 56
