1359 9.163925865005545 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=4602276, language='Finnish-TDT_2.8', model=None) [3.937084809913883, 1.3102193256213548, 1.3102193256213548, 1.3102193256213548]
VerbForm:Fin 0
Clitic:Pa,S 2
Mood:Pot 4
Typo:Yes 6
Mood:Ind 8
Tense:Pres 10
Mood:Imp 12
Clitic:S 14
Mood:Cnd 16
Tense:Past 18
Clitic:Kin 20
Clitic:Han 22
Polarity:Neg 24
Clitic:Ko 26
Person:0 28
Clitic:Kaan 30
Person:1 32
Person:3 34
Person:2 36
Clitic:Pa 38
Connegative:Yes 40
Clitic:Ka 42
Voice:Act 44
Clitic:Han,Pa 46
Number:Sing 48
Clitic:Han,Ko 50
Number:Plur 52
Clitic:Ko,S 54
Style:Coll 56
Voice:Pass 58
