839 8.194915403310524 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=9664437, language='Polish_2.12', model=None) [4.074447865368362, 1.2015034346431552, 1.1719090255280242, 1.1489311666270263]
Aspect:Imp 0
Aspect:Perf 2
Voice:Act 4
Agglutination:Nagl 6
VerbType:Mod 8
Number:Plur 10
Number:Sing 12
Gender:Neut 14
Gender:Fem 16
VerbType:Quasi 18
Tense:Pres 20
Tense:Fut 22
Agglutination:Agl 24
Person:0 26
Gender:Masc 28
SubGender:Masc3 30
Person:2 32
Animacy:Inan 34
SubGender:Masc2 36
Animacy:Nhum 38
SubGender:Masc1 40
Animacy:Hum 42
Tense:Past 44
Person:1 46
VerbForm:Conv 48
Person:3 50
Mood:Imp 52
Mood:Ind 54
VerbForm:Fin 56
