1599 7.944811934695345 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=5545844, language='Armenian_2.12', model=None) [4.159242520927839, 1.1740250135432633, 1.1740250135432633, 1.1740250135432633]
Aspect:Imp 0
Style:Expr 2
Style:Coll 4
Polarity:Neg 6
Style:Rare 8
Polarity:Pos 10
Person[psor]:3 12
Number:Plur 14
Number:Sing 16
Definite:Ind 18
Person:2 20
Case:Abl 22
Person:3 24
Number[psor]:Sing 26
Person:1 28
Case:Gen 30
Tense:Past 32
Aspect:Dur 34
Aspect:Prog 36
Mood:Imp 38
Tense:Imp 40
Aspect:Perf 42
Aspect:Iter,Perf 44
Definite:Def 46
VerbForm:Conv 48
Polite:Form 50
Tense:Pres 52
Case:Ins 54
Connegative:Yes 56
Mood:Cnd 58
Case:Dat 60
Mood:Sub 62
Case:Nom 64
Mood:Ind 66
Aspect:Iter 68
Aspect:Prosp 70
VerbForm:Fin 72
Voice:Rcp 74
VerbForm:Gdv 76
Number:Coll 78
Style:Vrnc 80
Voice:Mid 82
Voice:Cau 84
Voice:Pass 86
Voice:Act 88
Subcat:Intr 90
Subcat:Tran 92
