1619 10.048042277176297 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=9611821, language='Turkish_2.12', model=None) [4.167260385755951, 1.5368177414694069, 1.4145725175906347, 1.3721644075045218]
Voice:CauPass 0
Voice:Cau 2
Mood:DesPot 4
Voice:Pass 6
Number:Plur 8
Mood:GenNec 10
Voice:Rfl 12
Number:Sing 14
Case:Equ 16
Aspect:Rapid 18
Voice:Rcp 20
Tense:Past 22
Mood:CndPot 24
Tense:Pres 26
Tense:Fut 28
Voice:PassPass 30
Person:2 32
Person:3 34
VerbForm:Conv 36
Person:1 38
Mood:Pot 40
Mood:Ind 42
Mood:Des 44
Aspect:Prog 46
Polite:Form 48
Mood:Cnd 50
Case:Acc 52
Mood:Imp 54
Mood:NecPot 56
Case:Nom 58
Tense:Pqp 60
Mood:Opt 62
Aspect:Imp 64
Mood:Nec 66
Case:Gen 68
Aspect:Hab 70
Case:Ins 72
Evident:Fh 74
Case:Abl 76
Mood:Gen 78
Mood:GenPot 80
Case:Loc 82
Mood:Prs 84
Case:Dat 86
Mood:CndGen 88
Mood:CndGenPot 90
VerbForm:Vnoun 92
Aspect:Perf 94
VerbForm:Fin 96
Aspect:Prosp 98
Evident:Nfh 100
Polite:Infm 102
Number[psor]:Sing 104
Number[psor]:Plur 106
Person[psor]:2 108
Person[psor]:3 110
Polarity:Neg 112
Person[psor]:1 114
Polarity:Pos 116
Voice:CauCau 118
