999 8.973668569199472 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=4047602, language='Icelandic_2.12', model=None) [4.018676303558002, 1.3176324109482693, 1.2647268245773962, 1.2647268245773962]
PronType:Ind 0
PronType:Dem 2
Degree:Cmp 4
PronType:Prs 6
Foreign:Yes 8
Voice:Mid 10
PronType:Int 12
Voice:Act 14
Definite:Ind 16
Degree:Sup 18
VerbForm:Fin 20
Definite:Def 22
Degree:Pos 24
NumType:Card 26
Case:Nom 28
Case:Gen 30
Case:Dat 32
Case:Acc 34
Mood:Sub 36
Mood:Ind 38
Gender:Fem 40
Mood:Imp 42
Gender:Masc 44
Gender:Neut 46
Number:Plur 48
VerbForm:Sup 50
Number:Sing 52
Person:1 54
Person:3 56
Person:2 58
Tense:Past 60
Tense:Pres 62
