899 9.166166719065284 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=8233559, language='Slovak-SNK_2.8', model=None) [3.7753179255120446, 1.4014363759318234, 1.384976428957056, 1.384976428957056]
Gender:Fem 0
Aspect:Imp,Perf 2
Aspect:Imp 4
Aspect:Perf 6
VerbForm:Fin 8
Typo:Yes 10
Number:Plur 12
Number:Sing 14
Polarity:Pos 16
Gender:Masc 18
Animacy:Inan 20
Polarity:Neg 22
Person:1 24
VerbForm:Conv 26
Person:2 28
Person:3 30
Tense:Fut 32
Mood:Imp 34
Tense:Pres 36
Mood:Ind 38
