859 9.561159764306119 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=5287768, language='Hebrew_2.12', model=None) [4.229273065433498, 1.369491255991061, 1.3636110822387866, 1.3636110822387866]
Polarity:Pos 0
HebBinyan:PAAL 2
HebBinyan:NITPAEL 4
HebBinyan:HUFAL 6
Polarity:Neg 8
Typo:Yes 10
HebExistential:Yes 12
HebBinyan:PIEL 14
HebBinyan:NIFAL 16
HebBinyan:PUAL 18
HebBinyan:HITPAEL 20
HebBinyan:HIFIL 22
Voice:Mid 24
Voice:Pass 26
Voice:Act 28
Gender:Masc 30
Gender:Fem,Masc 32
Gender:Fem 34
Number:Sing 36
Tense:Pres 38
Aspect:Prog 40
Number:Plur 42
Person:1 44
Person:3 46
Person:2 48
Mood:Imp 50
Tense:Past 52
Tense:Fut 54
VerbType:Mod 56
