1959 8.581193264362167 Namespace(POS='VERB', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=1165221, language='Tamil_2.12', model=None) [3.8112758684990236, 1.250693707026702, 1.2208121733802657, 1.2208121733802657]
Case:Acc 0
Voice:Act 2
Case:Nom 4
VerbForm:Fin 6
Mood:Ind 8
Voice:Pass 10
Case:Loc 12
Mood:Imp 14
Case:Dat 16
Case:Ins 18
Mood:Cnd 20
Case:Gen 22
VerbForm:Ger 24
Polarity:Neg 26
Tense:Pres 28
Tense:Fut 30
Tense:Past 32
Gender:Com 34
Polite:Form 36
Gender:Neut 38
Person:3 40
Animacy:Anim 42
Person:1 44
Number:Sing 46
Number:Plur 48
Polarity:Pos 50
Person:2 52
