999 15.196383525362698 Namespace(POS='ADJ', alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=4142841, language='Russian-Taiga_2.8', model=None) [4.547240755751669, 2.2116233887397954, 2.2116233887397954, 2.2116233887397954]
NumForm:Word 0
Poss:Yes 2
Degree:Sup 4
NumForm:Combi 6
NumType:Ord 8
Degree:Cmp 10
Degree:Pos 12
Case:Ins 14
Case:Nom 16
Variant:Short 18
Case:Acc 20
Case:Gen 22
Animacy:Anim 24
Abbr:Yes 26
Case:Loc 28
Case:Dat 30
Animacy:Inan 32
Gender:Neut 34
Foreign:Yes 36
Gender:Fem 38
NumType:Frac 40
NumForm:Digit 42
NumForm:Roman 44
Gender:Masc 46
Number:Sing 48
Number:Plur 50
Typo:Yes 52
